Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Ballinamuck Bog Loop,http://www.irishtrails.ie/Trail/Ballinamuck---Bog-Walk/139/,,-7.717482949,53.86680946,Longford,Ballinamuck,Ireland,"Walking,Natural Landscape"
Slea Head Famine Cottages and Sheep Dog Trials,http://www.famine-cottage.com,353878000000,-10.4120564,52.1054048,Kerry,Fahan,Ireland,"Agriculture,Nature and Wildlife,Tracing Your Ancestors,Historic Houses and Castle,Visitor Farm,Activity Operator"
Patrickstown Viewing Point,,,-7.085113,53.74976,Meath,Oldcastle,Ireland,Natural Landscape
Dublin Falconry,https://www.dublinfalconry.ie/,+353(0)876341574,-6.4222378,53.3794206,Dublin,Castleknock,Ireland,"Falconry,Nature and Wildlife,Learning,Activity Operator,Castle,Historic Houses and Castle,Cafe,Food and Drink"
Ballynacourty Gardens,https://www.limerick.ie/discover/eat-see-do/nature-wildlife/gardens/ballynacourty-gardens,35361396409,-8.935327,52.643399,Limerick,Ballysteen,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Michael Collins Centre,http://www.michaelcollinscentre.com,353239000000,-8.821391,51.6431607,Cork,Clonakilty,Ireland,"Covid Safety Charter,Learning,Museums and Attraction,Tour"
Bog of Frogs Trail,https://visithowth.ie/the-bog-of-frogs-trail/,35318323347,-6.066380923,53.38800343,Dublin,Howth,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk,Marina,Venue,Natural Landscape"
Dublin City Hall,http://www.dublincityhall.ie,+353(0)12222204,-6.267149169,53.34392243,Dublin,,Republic of Ireland,"Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink"
Cross Strand Beach,http://www.cleancoastsireland.org/,,-9.909850128,53.71633236,Mayo,Louisburgh,Ireland,"Surfing,Activity Operator,Beach"
Kenmare River View,,,-9.9850622,51.725184,Cork,Ardgroom,Ireland,Discovery Point
Yeats: The Life and Works of William Butler Yeats,http://www.nli.ie/yeats,+353(0)16030277,-6.254641,53.341081,Dublin,Dublin City,Republic of Ireland,"Learning,Museums and Attraction,Literary Ireland,Cafe,Food and Drink,Food Shops,Shopping"
Gortavoher,https://www.coillte.ie/site/gortavoher/,+353(0)61337322,-8.159114741,52.47418845,Tipperary,,Republic of Ireland,"Bird Watching,Nature and Wildlife,Photography,Learning,Walking,Forest Park,Park and Forest Walk,Natural Landscape"
Tech Amergin,http://www.techamergin.com,353669000000,-10.172331,51.829585,Kerry,Waterville,Ireland,"Craft,Shopping,Learning,Movies,Cinema,Venue,Art Gallery"
The Main Guard,https://www.heritageireland.ie/en/south-east/themainguard/,353526000000,-7.7014361,52.3529682,Tipperary,Oldbridge,Ireland,"Historic Houses and Castle,Museums and Attraction,Tour"
Murrooghtoohy,,,-9.2761731,53.140459,Clare,Fanore,Ireland,Discovery Point
Leprechaun and Fairy Cavern,http://www.thelastleprechaunsofireland.com/the-leprechaun-cavern,353429000000,-6.177470009,54.04140882,Louth,Carlingford,Ireland,"Learning,Museums and Attraction,Venue,Comedy,Tour"
Dalkey Castle & Heritage Centre,https://www.dalkeycastle.com,35312858366,-6.1055397,53.2779072,Dublin,Dalkey,Ireland,"Covid Safety Charter,Historic Houses and Castle,Castle,Museums and Attraction,Literary Ireland,Food Shops,Shopping,Tour"
The Skellig Experience,http://www.skelligexperience.com,353669000000,-10.3675198,51.8899083,Kerry,,Ireland,"Covid Safety Charter,Cruising,Activity Operator,Museums and Attraction,Cafe,Food and Drink,Boat,Tour,Food Shops,Shopping"
Our Lady's Island Monastery,http://www.ourladysisland.ie,353539000000,-6.381269,52.210738,Wexford,Rosslare,Republic of Ireland,"Bird Watching,Nature and Wildlife,Walking,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle,Cafe,Food and Drink"
Vinegar Hill,http://www.vinegarhill.ie,353539000000,-6.5535099,52.5018788,Wexford,Enniscorthy,Ireland,"Historic Houses and Castle,Natural Landscape,Ruins"
St. Kilians Heritage Centre,http://www.stkiliansheritagecentre.ie,353469000000,-6.9569857,53.8126897,Cavan,Mullagh,Ireland,"Museums and Attraction,Shopping,Cafe,Food and Drink,Tour"
Horn Head,,,-7.9588786,55.212163,Donegal,Dunfanaghy,Ireland,Discovery Point
Com an Chiste (Coomakista),,,-10.167109,51.776386,Kerry,Caherdaniel,Ireland,Discovery Point
Windgap Village Loop,http://facebook.com/windgap.tidytowns,+353(0)874186077,-7.398741817,52.46414155,Kilkenny,Windgap,Ireland,"Walking,Natural Landscape"
Arthur Griffith,,,-6.254252,53.340122,Dublin,,Republic of Ireland,Public Sculpture
Dunmore East Beach ,https://www.blueflag.global/show-site?siteId=6630,35351875823,-6.997545776,52.15090985,Waterford,Dunmore,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Natural Landscape"
Kyrie Eleison Abbey,http://homepage.tinet.ie/~abbeydorney/Kyrieeleisonpictures.html,,-9.6871592,52.3534185,Kerry,Abbeydorney,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Coomanaspic,,,-10.367267,51.85617,Kerry,Portmagee,Ireland,Discovery Point
The Abbey Of Mount Saint Joseph,http://www.msjroscrea.ie/,35350525600,-7.855698,52.963705,Tipperary,Roscrea,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Camolin Potting Shed Garden,https://www.camolinpottingshed.com/,353866000000,-6.4604758,52.6148075,Wexford,Camolin,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Gleninagh Castle,,,-9.205829,53.1377228,Clare,,Ireland,"Castle,Historic Houses and Castle"
Sherkin Island Discovery Point,,,-9.417292775,51.46654718,Cork,,Ireland,Discovery Point
Rinn Duin Castle Loop,https://www.sportireland.ie/outdoors/walking/trails/rinn-duin-castle-loop?county=53&grade=402&length=All#list,+353(0)906630252,-8.00432573,53.54419666,Roscommon,,Republic of Ireland,"Walking,Castle,Historic Houses and Castle,Ruins"
Castledermot Round Tower & High Cross & St. Davids Graveyard,http://www.kildare.ie/heritage/Grose-Antiquities-1792/castledermot-church-and-round-tower.asp,,-6.834859,52.9103756,Kildare,,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
"St Peter's Roman Catholic Church, Drogheda",http://www.saintpetersdrogheda.ie,353420000000,-6.3533726,53.7150105,Louth,Drogheda,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Fenit Beach ,https://www.blueflag.global/show-site?siteId=6647,353667000000,-9.8576838,52.277572,Kerry,,Ireland,"Bird Watching,Nature and Wildlife,Fishing,Angling,Sailing,Activity Operator,Surfing,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Discovery Point,Embarkation Point,Marina,Natural Landscape,Public Sculpture"
Valentia Island Heritage Centre,http://www.vhc.cablehistory.org,353669000000,-10.294597,51.925531,Kerry,,Ireland,"Tracing Your Ancestors,Museums and Attraction,Food Shops,Shopping"
Culleenamore Middens,http://www.carrowkeel.com/sites/coolrea/culleenamore.html,,-8.6092376,54.260578,Sligo,Strandhill,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Stonehall Wildlife Park,https://www.stonehallvisitorfarm.com/,35361393940,-8.8679248,52.6076502,Limerick,,Ireland,"Visitor Farm,Cafe,Food and Drink,Tour"
Roe & Co Whiskey Distillery,https://roeandcowhiskey.com,35316435999,-6.2856618,53.3436766,Dublin,Dublin,Ireland,"Food and Drink,Restaurant,Activity Operator,Museums and Attraction,Cafe,Pubs and Bar,Food Shops,Shopping,Tour"
Galty Castle Wood,http://www.coillteoutdoors.ie/sites_and_trails/recreation_site_information/?rec_site=139&activity=&no_cache=1,+353(0)61337322,-8.176111235,52.32377669,Limerick,,Republic of Ireland,"Photography,Learning,Walking,Forest Park,Park and Forest Walk,Natural Landscape,Public Park,Nature and Wildlife"
Glenroe Open Farm,https://glenroefarm.ie/,35312872288,-6.0536942,53.1140031,Wicklow,Kilcoole,Ireland,"Covid Safety Charter,Agriculture,Nature and Wildlife,Visitor Farm,Cafe,Food and Drink"
Ferns Castle,http://www.heritageireland.ie/en/south-east/fernscastle,353539000000,-6.4991671,52.5906881,Wexford,,Ireland,"Historic Houses and Castle,Castle,Ruins,Tour"
Millennium Garden of Time,https://youghal.ie/,3532420769,-7.854440234,51.95124266,Cork,Youghal,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Bere Island (West End Pier),,,-9.866889,51.6332349,Cork,,Ireland,Discovery Point
Jeremiah O'Donovan Rossa,,,-6.259703,53.338446,Dublin,Dublin City,Republic of Ireland,Public Sculpture
Bridge Street Studios,https://www.bridgestreetstudios.com/,353429000000,-6.402879,54.0094618,Louth,Dundalk,Ireland,"Craft,Shopping,Art Gallery"
Isaac Butt,,,-6.253322,53.34998,Dublin,Dublin City,Republic of Ireland,Public Sculpture
Stephenstown Pond Nature Park & The Dairy Maid Coffee Shop,http://stephenstownpond.com,353429000000,-6.459102,53.963054,Louth,Knockbridge,Ireland,"Bird Watching,Nature and Wildlife,Fishing,Angling,Learning,Photography,Walking,Forest Park,Park and Forest Walk,Museums and Attraction,Natural Landscape,Venue,Music,Cafe,Food and Drink,Tour"
Garnish Beach,,,-10.132944,51.6148523,Cork,,Ireland,Beach
Crew Brewing Company,https://www.crewbrewing.ie,,-8.6236997,52.6619598,Limerick,,Ireland,"Food and Drink,Learning,Museums and Attraction,Local Produce,Restaurant,Pubs and Bar"
The Design Tower,http://thedesigntower.com/,,-6.239626,53.341925,Dublin,,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Kennedy's All-Weather Pet Farm & Playgrounds,http://kennedyspetfarm.com/,353872000000,-9.391947854,52.02963434,Kerry,Headford,Republic of Ireland,Visitor Farm
Kennedy's All-Weather Pet Farm & Playgrounds,http://kennedyspetfarm.com/,353872000000,-9.391947854,52.02963434,Kerry,Headford,Republic of Ireland,Visitor Farm
Kings Inns,http://www.kingsinns.ie,+353(0)18744840,-6.271646073,53.35287142,Dublin,,Republic of Ireland,"Covid Safety Charter,Photography,Learning,Walking,Historic Houses and Castle,Food Shops,Shopping"
Woodland Cottage Garden,https://www.facebook.com/woodlandcottagegarden,353579000000,-7.900772,53.107598,Offaly,Birr,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Cafe,Food and Drink"
Glenavon Japanese Garden,https://www.facebook.com/glenavonjapanesegarden,353539000000,-6.2335295,52.6139462,Wexford,Gorey,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Sandy Feet Farm,http:// sandyfeetfarm.ie,353862000000,-9.922906,52.2308225,Kerry,Camp,Ireland,"Agriculture,Nature and Wildlife,Visitor Farm,Cafe,Food and Drink,Activity Operator"
The North Mayo Sculpture Trail,,+353(0)9845107,-9.163177101,54.12908908,Mayo,Ballina,Republic of Ireland,Public Sculpture
Ballaghmore Castle,"http://www.megalithicireland.com/Ballaghmore%20Castle,%20Laois.html",35350521453,-7.707129,52.9597586,Laois,,Ireland,"Photography,Learning,Historic Houses and Castle,Castle"
Kilmacduagh Cathedral Churches And Round Tower,http://monastic.ie/history/kilmacduagh,,-8.885541,53.055518,Galway,,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Leac an Scail  - Kilmogue dolmen - Harristown Dolmen,http://www.megalithicireland.com/Kilmogue%20Dolmen.htm,,-7.261723,52.402923,Kilkenny,Knocktopher,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Islands View,,,-9.9892062,53.606991,Galway,Renvyle,Ireland,Discovery Point
Inishbeg,,,-9.343121,51.527279,Cork,Baltimore,Ireland,Discovery Point
Festina Lente Gardens,https://festinalente.ie/,35312720704,-6.1304989,53.2107869,Wicklow,,Ireland,"Gardens,Garden,Cafe,Food and Drink"
Áras an Mhuilinn Regional Comhaltas Centre,http://www.comhaltas.ie,353449000000,-7.339977299,53.52376951,Westmeath,Mullingar,Ireland,"Learning,Traditionally Irish,Literary Ireland,Cafe,Food and Drink"
Jungle City,,,-8.89378084,51.62005311,Cork,Clonakilty,Ireland,Public Sculpture
Kenmare Heritage Centre,,353647000000,-9.584642,51.880807,Kerry,Kenmare,Republic of Ireland,Museums and Attraction
St. Mullins Ecclesiastical Village,,353879000000,-6.929015936,52.49129964,Carlow,,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Ardmore Round Tower And Cathedral,http://roundtowers.org/ardmore/index1.htm,,-7.72603896,51.94868846,Waterford,Ardmore,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Conna Castle,https://www.castles.nl/conna-castle,353862000000,-8.1016545,52.0945205,Cork,Conna,Ireland,"Castle,Historic Houses and Castle"
Tullaherin Round tower,,353568000000,-7.1298504,52.5793562,Kilkenny,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Country Cottage Stables,https://countrycottagestables.ie/,353862000000,-6.183672,53.163411,Wicklow,Enniskerry,Ireland,"Gardening,Nature and Wildlife,Horse Riding,Equestrian,Activity Operator,Gardens,Garden,Shopping,Cafe,Food and Drink,Food Shops"
St. Peter's Tin Church Laragh,http://facebook.com/laraghheritagemonaghan,353879000000,-6.737022247,54.12001835,Monaghan,Castleblayney,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Timahoe Round Tower,https://www.facebook.com/laois.heritage.forum,353579000000,-7.201265,52.9609641,Laois,Timahoe,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Glanageenty Loop,http://www.irishtrails.ie/Trail/Glanageenty-loop-/112/,,-9.458949696,52.23297151,Kerry,,Ireland,"Walking,Forest Park,Park and Forest Walk,Natural Landscape"
Swiss Cottage,https://heritageireland.ie/places-to-visit/swiss-cottage/,353527000000,-7.9235163,52.3573101,Tipperary,Cahir,Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Tour"
Glenstal Abbey,https://www.glenstal.com/abbey,35361621000,-8.3883081,52.6616783,Limerick,Murroe,Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Gardens,Garden,Food Shops,Shopping"
Ballymote Castle,http://www.megalithicireland.com/Ballymote%20Castle.html,,-8.5197245,54.087625,Sligo,Ballymote,Ireland,"Castle,Historic Houses and Castle"
Broadford Ashford Walking Trails - Killagholehane Way,http://walkbroadfordashford.com/trail/killagholehane-way/,,-8.972707,52.346003,Limerick,Broadford,Ireland,"Walking,Ruins,Historic Houses and Castle"
Carrowkeel Megalithic Site,http://www.megalithicireland.com/Carrowkeel%20home.htm,,-8.387667137,54.07453456,Sligo,Carrowkeel,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Inishowen Head,,,-6.9287627,55.2259382,Donegal,,Ireland,Discovery Point
Ardfert Cathedral,https://heritageireland.ie/visit/places-to-visit/ardfert-cathedral/,353667000000,-9.7816297,52.3285243,Kerry,Ardfert,Ireland,"Covid Safety Charter,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Augustinian Abbey Lorrha,"http://www.megalithicireland.com/Lorrha%20Augustinian%20Abbey,%20Tipperary.html",,-8.121999159,53.08941392,Tipperary,Lorrha,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Cé Bhun an Bhaile (Bunavalla Pier),,,-10.151561,51.765694,Kerry,Caherdaniel,Ireland,Embarkation Point
Magdalene Tower,http://www.drogheda.ie,+353(0)419837070,-6.351512,53.718285,Louth,Drogheda,Republic of Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Punchestown Standing Stone,http://www.kildare.ie/kildareheritage,35345521240,-6.6289596,53.1911515,Kildare,,Ireland,"Photography,Learning,Public Sculpture"
Dublin Decoded Walking Tours,http://dublindecoded.com/,+353(0)874171460,-6.2712375,53.3327142,Dublin,,Ireland,"Walking,Activity Operator,Historic Houses and Castle,Tour"
Carlingford Lough Greenway,https://www.visitlouth.ie/explore-and-do/do/tours-and-trails-louth/carlingford-lough-greenway.html,353429000000,-6.257084506,54.09031345,Louth,Carlingford,Ireland,"Walking,Natural Landscape"
Agharinagh Inspirational Gardens,http://www.griffinsgardencentre.ie,353217000000,-8.724551,51.912194,Cork,Dripsey,Ireland,"Gardens,Garden"
Geological Museum,https://trinitygeologicalmuseum.com/,+353(0)18961477,-6.261219,53.344479,Dublin,Dublin City Centre,Republic of Ireland,"Learning,Historic Houses and Castle,Museums and Attraction"
Books@One,https://www.booksatone.ie/,3539866885,-9.8098762,53.7626494,Mayo,Louisburgh,Ireland,"Shopping,Shopping Centres and Department Store,Literary Ireland,Cafe,Food and Drink,Food Shops"
The Dower House Gardens,http://www.gardensofireland.org/directory/60/,35340440168,-6.0854301,53.0048178,Wicklow,,Ireland,"Gardens,Garden"
Timoleague Abbey,,,-8.7633213,51.643558,Cork,Timoleague,Ireland,Discovery Point
County Museum Dundalk,https://www.louthcoco.ie/en/contact/location_maps/dundalk/dundalk_museum.html,353429000000,-6.3971254,54.0046228,Louth,Dundalk,Ireland,"Historic Houses and Castle,Museums and Attraction,Venue,Music,Tour"
The People's Museum of Limerick,http://peoplesmuseum.ie,353871000000,-8.6299147,52.6582447,Limerick,Limerick City,Republic of Ireland,"Covid Safety Charter,Museums and Attraction"
Carrigogunnell Castle,http://www.megalithicireland.com/Carrigogunnell%20Castle.html,35361317522,-8.741821,52.646438,Limerick,Limerick City,Republic of Ireland,"Castle,Historic Houses and Castle"
Ballyhoura Mountain Bike Trail Network,http://www.visitballyhoura.com,+353(0)6391300,-8.469557294,52.35999943,Limerick,,Republic of Ireland,"Cycling,Forest Park,Park and Forest Walk,Walking,Natural Landscape,Venue,Sports Venues,Cafe,Food and Drink,Bike Rental,Tour"
Glebe Gardens,http://www.glebegardens.com,3532820579,-9.361088,51.484541,Cork,Baltimore,Ireland,"Walking,Gardens,Garden"
Port na Feadóige (Gorteen Bay),,,-9.9544582,53.380887,Galway,Roundstone,Ireland,Discovery Point
Áras an Uachtaráin,http://www.president.ie/en,+353(0)16770095,-6.311431,53.361618,Dublin,Phoenix Park,Republic of Ireland,"Historic Houses and Castle,Gardens,Garden,Tour"
Drumcliffe Round Tower And High Cross,http://www.megalithicireland.com/High%20Cross%20Drumcliffe.htm,,-8.4959115,54.3262835,Sligo,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
The Steam Museum and Lodge Park Walled Garden,http://www.steam-museum.com,35316288412,-6.5991458,53.311618,Kildare,Straffan,Ireland,"Photography,Learning,Church Abbey,Monastery,Churches,Abbeys and Monastery,Gardens,Garden,Museums and Attraction,Shopping"
Burren Experience Guided Walks,http://www.mullaghmore-burren.com,353868000000,-9.062701254,52.94492049,Clare,Corofin,Ireland,"Learning,Walking,Activity Operator,National Park,National and Forest Park,Tour"
Kilree High Cross,http://www.megalithicireland.com/High%20Cross%20Kilree.htm,,-7.269554,52.5181956,Kilkenny,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Dunmoe Castle,http://www.navanhistory.ie/index.php?page=dunmoe-castle-2,353875000000,-6.6373308,53.6739901,Meath,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Sliabh Beagh Adventures,https://sliabhbeaghadventures.ie,,-7.1294301,54.3056891,Monaghan,Knockatallon,Republic of Ireland,"Climbing,Activity Operator,Cycling,Walking,Natural Landscape"
Cé Ailt an Chorráin (Burtonport Harbour),,,-8.4413892,54.983318,Donegal,Burtonport,Ireland,Embarkation Point
Tarbert House,http://www.kerrytourism.tarbert.ie/things-to-do/visit-tarbert-house,3536836198,-9.3689933,52.5796639,Kerry,Tarbert,Ireland,Historic Houses and Castle
Mick The Miller Monument,http://www.mickthemiller.com/,353852000000,-7.449883629,53.2139092,Offaly,Killeigh,Ireland,Public Sculpture
Saint Brigid’s Shrine and Well Faughart,"http://www.megalithicireland.com/St%20Brigid's%20Shrine,%20Faughart.html",353429000000,-6.3973283,54.0529048,Louth,,Ireland,"Photography,Learning,Walking,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Cork Courthouse,http://www.courts.ie/offices.nsf/bae2125da4ef043080256e45004d04f3/0a9a7f907f3e33fe80256e450050b94a?OpenDocument,353215000000,-8.4788107,51.89781,Cork,,Ireland,"Castle,Historic Houses and Castle"
Ionad an Bhlascaoid Mhóir,,,-10.4618,52.133076,Kerry,Dingle Peninsula,Ireland,Discovery Point
Lisfanon Beach,,,-7.4785137,55.098802,Donegal,Buncrana,Ireland,Discovery Point
Ballyhack Castle,http://www.heritageireland.ie/en/south-east/ballyhackcastle,35351389468,-6.9673172,52.2459479,Wexford,Ballyhack,Ireland,"Historic Houses and Castle,Castle,Ruins,Tour"
Master McGrath Monument,https://www.buildingsofireland.ie/buildings-search/building/22903003/master-mcgrath-monument-ballymacmague-south-county-waterford,3535841741,-7.621652,52.088003,Waterford,Dungarvan,Republic of Ireland,"Historic Houses and Castle,Public Sculpture"
Lehinch Beach,,,-9.3479973,52.933547,Clare,,Ireland,Discovery Point
I am of Ireland,https://www.iamofireland.ie/,353878000000,-7.836359,51.993495,Waterford,Clashmore,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Desmond Castle and  Wine Museum,https://heritageireland.ie/visit/places-to-visit/desmond-castle-kinsale/,353215000000,-8.5246615,51.7072605,Cork,Kinsale,Ireland,"Castle,Historic Houses and Castle,Museums and Attraction"
Johnstown Garden Centre,http://www.johnstowngardencentre.ie,35345879138,-6.623039,53.238098,Kildare,Johnstown,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Cafe,Food and Drink"
Croke Park Stadium,https://crokepark.ie/,35315821593,-6.252428,53.361245,Dublin,Dublin City,Republic of Ireland,"Restaurant,Gaa,Stadium,Sports Venue,Venue,Music,Sports Venues,Cafe,Food and Drink,Fast Food,Activity Operator,Food Shops,Shopping,Tour"
Highlanes Municipal Art Gallery,http://www.highlanes.ie,353420000000,-6.348471,53.7154352,Louth,Drogheda,Ireland,"Covid Safety Charter,Craft,Shopping,Learning,Historic Houses and Castle,Art Gallery,Church Abbey,Monastery,Churches,Abbeys and Monastery,Cafe,Food and Drink,Local Produce,Restaurant,Tour"
Wolfe Tone,http://www.talkingstatuesdublin.ie/statues/wolfe-tone/,,-6.255943265,53.33839461,Dublin,,Ireland,"Public Sculpture,Talking Statue"
Poet's Cottage,http://www.laois.ie/departments/heritage/laois-heritage-trail/poets-cottage,,-7.5924095,53.0048261,Laois,,Ireland,Museums and Attraction
Cappoquin House,https://www.cappoquinhouseandgardens.com,353877000000,-7.8503399,52.1494507,Waterford,Cappoquin,Ireland,"Walking,Historic Houses and Castle,Gardens,Garden,Tour"
Ardmore Beach ,https://www.blueflag.global/show-site?siteId=17012,,-7.722236,51.952063,Waterford,Ardmore,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Natural Landscape"
Kinsale Museum,https://www.kinsale.ie/2010/06/11/regional-museum/,353215000000,-8.5242949,51.7062717,Cork,Kinsale,Ireland,"Learning,Historic Houses and Castle,Museums and Attraction"
Dhu Varren Garden,http://www.dhuvarrengarden.com,353876000000,-9.696926,52.1342514,Kerry,Milltown,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Wicklow Family History Centre,http://wicklow.rootsireland.ie/,35340420126,-6.047759,52.984197,Wicklow,,Ireland,"Tracing Your Ancestors,Museums and Attraction"
Pearse Museum and St. Enda's Park,http://pearsemuseum.ie,+353(0)14934208,-6.281587822,53.28293774,Dublin,Rathfarnham,Republic of Ireland,"Covid Safety Charter,Walking,Historic Houses and Castle,Gardens,Garden,Museums and Attraction,Public Park,Nature and Wildlife,Cafe,Food and Drink,Tour"
Red Mountain Open Farm,https://redmountainopenfarm.ie/,353420000000,-6.4615279,53.675023,Meath,,Ireland,"Agriculture,Nature and Wildlife,Horse Riding,Equestrian,Learning,Photography,Walking,Visitor Farm,Cafe,Food and Drink,Tour"
Ardgillan Demesne,http://www.facebook.com/ardgillancastle,+353(0)18492212,-6.159029692,53.58716314,Dublin,Balbriggan,Republic of Ireland,"Learning,Walking,Gardens,Garden,Historic Houses and Castle,Public Park,Nature and Wildlife,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Kilmakilloge,,,-9.8209137,51.783048,Kerry,Kenmare,Ireland,Discovery Point
Clash Gaelic Games,http://www.clash.ie,353876000000,-6.141688518,53.43744165,Dublin,Portmarnock,Ireland,"Gaa,Learning,Activity Operator"
Augustinian Abbey Adare,http://www.ireland.anglican.org,35361396227,-8.784585,52.567928,Limerick,Adare,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Garter Lane Art Gallery,http://www.garterlane.ie,+353(0)51855038,-7.116447,52.262574,Waterford,Waterford City,Republic of Ireland,"Learning,Movies,Cinema,Venue,Activity Operator,Art Gallery,Music"
Firkin Crane Dance Centre,http://www.firkincrane.ie,353215000000,-8.4763208,51.9026987,Cork,,Ireland,"Learning,Historic Houses and Castle"
St. Columb's Gardens,http://www.donegalgardentrail.com/site/?page_id=2320,353749000000,-7.9031983,55.0044336,Donegal,,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Youghal Heritage Centre,https://youghal.ie/organisation/youghal-heritage-centre/,3532420170,-7.845717,51.953087,Cork,Youghal,Republic of Ireland,"Museums and Attraction,Food Shops,Shopping"
Kilmichael Strand,,,-6.141523234,52.73541348,Wexford,Castletown,Republic of Ireland,Beach
Mondello Park Racing Circuit,https://www.mondellopark.ie,35345860200,-6.7461111,53.2575,Kildare,Donore,Ireland,"Covid Safety Charter,Activity Operator,Adventure Park,Museums and Attraction"
Old Head,,,-9.7710353,53.776562,Mayo,Louisburgh,Ireland,"Kayaking,Activity Operator,Kitesurfing,Windsurfing,Surfing,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Discovery Point"
Hunting Brook Garden,http://www.huntingbrook.com,353873000000,-6.4874987,53.2200803,Wicklow,,Ireland,"Gardens,Garden"
Brittas Bay North Beach ,https://www.blueflag.global/show-site?siteId=6610,35340469117,-6.0638074,52.8730947,Wicklow,,Ireland,"Sailing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Ballysaggartmore Towers,https://www.theirishplace.com/heritage/history-ballysaggartmore-towers,,-7.9631741,52.1472156,Waterford,,Ireland,"Walking,Historic Houses and Castle,Castle,Ruins"
Berkeley Forest House,http://berkeleyforesthouse.com,35351421361,-6.873299053,52.41402524,Wexford,New Ross,Republic of Ireland,"Castle,Historic Houses and Castle"
Ballyhugh Art and Culture Centre Painting,http://homepage.eircom.net/~ballyhugh,353500000000,-7.583964736,54.11607379,Cavan,Ballyconnell,Republic of Ireland,"Craft,Shopping,Learning,Art Gallery,Activity Operator"
Glanworth Castle And Dominican Friary,http://irishantiquities.bravehost.com/cork/castlelyons/castlelyons.html,,-8.354437,52.1882374,Cork,Glanworth,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Baltimore Harbour,,,-9.3745726,51.482555,Cork,Baltimore,Ireland,Embarkation Point
O'Donovan's Castle,https://www.castles.nl/castle-donovan,3532821489,-9.2827815,51.692145,Cork,,Ireland,"Castle,Historic Houses and Castle"
Liberty Tree,,+353(0)599130411,-6.929228,52.835025,Carlow,,Republic of Ireland,Public Sculpture
